CIIU;Fecha;Mes;Nit;Ingresos_Ordinarios;Costo_de_ventas;Anio;Tasa_desempleo;Var_Tasa_desempleo;Indice_Precios_Vivienda_Nueva;Var_Indice_Precios_Vivienda_Nueva;Indice_Real_Precios_Vivienda_Usada;Var_Indice_Real_Precios_Vivienda_Usada;Inflacion;Variacion_PIB_Real;Salario_Minimo;Var_Salario_Minimo;TRM;Var_TRM;UVR;Var_UVR;Var_IPP;Var_ICCV;Var_FIVI
F4111 - Construccion de edificios residenciales;31/12/2016;12;890942513;17620929;625644;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;890942513;19659055;5468041;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;890942766;32795322;25044167;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;890942766;41426536;26479630;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4210 - Construccion de carreteras y vias de ferrocarril;31/12/2016;12;900018975;188400977;152682185;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4210 - Construccion de carreteras y vias de ferrocarril;31/12/2017;12;900018975;196044986;167712115;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;900031972;540000;0;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;900031972;540000;0;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;900038011;1688200;866745;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;900038011;1291759;866745;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4290 - Construccion de otras obras de ingenieria civil;31/12/2016;12;900072154;15922152;14610557;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4290 - Construccion de otras obras de ingenieria civil;31/12/2017;12;900072154;15617820;13478243;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4329 - Otras instalaciones especializadas;31/12/2016;12;900072391;4416190;3470885;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4329 - Otras instalaciones especializadas;31/12/2017;12;900072391;2443643;1921444;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4220 - Construccion de proyectos de servicio público;31/12/2016;12;900076133;6758995;5576493;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4220 - Construccion de proyectos de servicio público;31/12/2017;12;900076133;4567424;3573268;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;900082107;10740126;2300000;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;900082107;38709213;30484197;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;900103513;3505873;3317583;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;900103513;480775;364624;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;900134499;28495115;25761735;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;900134499;12925808;10770648;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;900138413;2180335;0;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;900138413;6298;0;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;900149425;13215908;11239754;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;900149425;2349158;499056;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;900176883;232711;0;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;900176883;0;0;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4290 - Construccion de otras obras de ingenieria civil;31/12/2016;12;900190385;4582337;24767462;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4290 - Construccion de otras obras de ingenieria civil;31/12/2017;12;900190385;1516098;15287293;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4290 - Construccion de otras obras de ingenieria civil;31/12/2016;12;900191856;11096889;7470855;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4290 - Construccion de otras obras de ingenieria civil;31/12/2017;12;900191856;4457091;2009611;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;900192711;181016736;56702748;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;900192711;344178709;288160882;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;900221267;7913873;6936896;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;900221267;6396500;5438332;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4312 - Preparacion del terreno;31/12/2016;12;900264180;12767542;7466190;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4312 - Preparacion del terreno;31/12/2017;12;900264180;14274951;7978288;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4290 - Construccion de otras obras de ingenieria civil;31/12/2016;12;900266941;8885647;8381318;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4290 - Construccion de otras obras de ingenieria civil;31/12/2017;12;900266941;10277023;8353435;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4290 - Construccion de otras obras de ingenieria civil;31/12/2016;12;900278246;5870707;3820528;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4290 - Construccion de otras obras de ingenieria civil;31/12/2017;12;900278246;2925421;1761585;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;900290906;3778460;3682555;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;900290906;188366;29422;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;900301745;5448000;5230629;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;900301745;0;0;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;900308942;1503906;1328584;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;900308942;4953622;4829780;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4290 - Construccion de otras obras de ingenieria civil;31/12/2016;12;900317686;6174717;4077168;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4290 - Construccion de otras obras de ingenieria civil;31/12/2017;12;900317686;8725600;6695184;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4290 - Construccion de otras obras de ingenieria civil;31/12/2016;12;900343043;0;0;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4290 - Construccion de otras obras de ingenieria civil;31/12/2017;12;900343043;0;0;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4112 - Construccion de edificios no residenciales;31/12/2016;12;900352525;383311;354540;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4112 - Construccion de edificios no residenciales;31/12/2017;12;900352525;222094;132373;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4210 - Construccion de carreteras y vias de ferrocarril;31/12/2016;12;900358036;487434;733783;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4210 - Construccion de carreteras y vias de ferrocarril;31/12/2017;12;900358036;0;24725;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;900368657;4017711;3526226;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;900368657;3297508;2900429;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;900375704;13527556;12574472;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;900375704;3474352;3161660;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;900376588;20749979;14799584;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;900376588;42504607;28084965;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;900378597;2694263;1946594;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;900378597;0;0;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;900378893;230550481;192984673;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;900378893;203061660;174006870;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;900386037;0;0;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;900386037;2226000;1882479;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4220 - Construccion de proyectos de servicio público;31/12/2016;12;900387909;107422032;94680962;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4220 - Construccion de proyectos de servicio público;31/12/2017;12;900387909;44680631;72803364;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;900389088;4920326;4619968;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;900389088;9176686;8713342;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4210 - Construccion de carreteras y vias de ferrocarril;31/12/2016;12;900390238;380369790;294566765;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4210 - Construccion de carreteras y vias de ferrocarril;31/12/2017;12;900390238;173092123;166362077;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4210 - Construccion de carreteras y vias de ferrocarril;31/12/2016;12;900395291;33823878;49086474;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4210 - Construccion de carreteras y vias de ferrocarril;31/12/2017;12;900395291;100156938;98556255;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;900395725;3706719;3611787;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;900395725;2540726;2382952;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;900397244;31409771;22545688;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;900397244;41271476;39933803;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4290 - Construccion de otras obras de ingenieria civil;31/12/2016;12;900398036;98369885;88352552;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4290 - Construccion de otras obras de ingenieria civil;31/12/2017;12;900398036;37512420;60334747;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;900401535;6351080;6101812;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;900401535;752667;487224;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4210 - Construccion de carreteras y vias de ferrocarril;31/12/2016;12;900411315;4160856;4206219;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4210 - Construccion de carreteras y vias de ferrocarril;31/12/2017;12;900411315;7863531;4353132;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;900428243;44778931;42169886;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;900428243;57432791;42887028;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;900429277;340608;0;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;900429277;0;0;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;900430960;14512651;11537502;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;900430960;17501420;15469997;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;900432394;28775728;21865533;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;900432394;18545652;12228062;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4112 - Construccion de edificios no residenciales;31/12/2016;12;900436711;1170050;0;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4112 - Construccion de edificios no residenciales;31/12/2017;12;900436711;567552;0;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4112 - Construccion de edificios no residenciales;31/12/2016;12;900437650;28747992;18774860;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4112 - Construccion de edificios no residenciales;31/12/2017;12;900437650;20829206;9165656;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4210 - Construccion de carreteras y vias de ferrocarril;31/12/2016;12;900447078;29127967;25959196;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4210 - Construccion de carreteras y vias de ferrocarril;31/12/2017;12;900447078;75607349;66121857;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4210 - Construccion de carreteras y vias de ferrocarril;31/12/2016;12;900452428;0;68844;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4210 - Construccion de carreteras y vias de ferrocarril;31/12/2017;12;900452428;0;231610;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4290 - Construccion de otras obras de ingenieria civil;31/12/2016;12;900470939;121575177;105635799;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4290 - Construccion de otras obras de ingenieria civil;31/12/2017;12;900470939;186993751;159556710;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;900471438;7378001;6761925;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;900471438;5547786;150181;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
